machine_id,machine_id_encoded,timestamp,operating_speed_rpm,load_percentage,temperature_celsius,rms,peak_to_peak,kurtosis,skewness,crest_factor,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,frequency_rms,entropy,impulse_factor,clearance_factor,band_energy_1_5kHz,snr_estimated,fault_class,fault_present
CAT-EX-002,1,2025-01-02 14:15:00,1604.1,69.8,89.1,0.604915,3.814778,-0.464277,-0.16786,3.714781,1319.779,1579.8378,80.5664,53.7109,38.705112,3.676085,4.645404,5.563079,18162.7769,-13.6506,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:16:00,1605.7,71.3,88.6,0.555041,2.4261,-0.763623,-0.358099,2.274442,1338.2398,1583.2818,80.5664,53.7109,35.514002,3.97346,2.778754,3.269247,15619.7407,-13.6613,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:18:00,1607.6,69.6,89.4,0.575022,2.79685,-0.622647,0.187623,2.447419,1227.5058,1539.6087,107.4219,26.8555,36.793379,3.930971,2.948102,3.37432,19339.5776,-14.7949,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:22:00,1610.1,68.7,88.7,0.777621,3.842325,-1.212714,0.27414,2.67852,1531.5368,1625.7542,80.5664,26.8555,49.759874,3.763063,2.996084,3.245317,48680.6324,-15.7241,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:23:00,1613.1,68.3,90.4,0.721037,2.792172,-1.247166,-0.263219,2.131621,1436.9958,1598.3077,26.8555,26.8555,46.136114,4.012227,2.422706,2.682001,23950.0915,-13.3797,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:26:00,1631.2,69.6,88.7,0.491412,2.248514,-0.810843,0.363907,2.573293,1201.5536,1540.6637,83.0078,26.8555,31.443952,3.960106,3.057171,3.494405,14441.547,-14.6351,misalignment_early,1
CAT-EX-002,1,2025-01-02 14:27:00,1526.0,64.3,85.4,0.532584,4.016705,-0.549084,0.203621,5.481394,1406.7801,1659.5402,100.0977,24.4141,34.078216,3.492601,6.602709,7.615076,33522.3805,-17.5205,normal,0
CAT-EX-002,1,2025-01-02 14:30:00,1462.5,58.3,81.9,0.497953,2.930653,1.209608,-1.285631,3.865801,1402.8111,1607.5179,97.6562,24.4141,31.861306,3.521433,5.36781,6.79914,20026.8969,-15.7386,normal,0
CAT-EX-002,1,2025-01-02 14:31:00,1397.0,52.3,79.0,0.57078,3.624925,-0.779034,-0.271794,4.382801,1366.5341,1585.351,51.2695,46.3867,36.521247,3.621121,5.295332,6.203293,40300.5104,-18.0741,normal,0
CAT-EX-002,1,2025-01-02 14:35:00,1349.0,47.8,78.6,0.537323,2.917304,-0.963136,-0.020023,2.890768,1406.8623,1616.6186,68.3594,21.9727,34.383229,3.795471,3.352774,3.725789,33511.1888,-17.2568,normal,0
CAT-EX-002,1,2025-01-02 14:37:00,1322.7,45.8,75.7,0.459942,2.155729,-0.614302,0.257992,2.65084,1382.9961,1599.2744,58.5938,21.9727,29.429399,3.957929,3.188909,3.643803,11686.3651,-14.0525,normal,0
CAT-EX-002,1,2025-01-02 14:40:00,1267.0,43.0,75.4,0.560287,2.603037,-0.599889,-0.423636,2.543067,1159.9711,1536.2391,63.4766,21.9727,35.865622,3.938167,3.020658,3.418142,19674.9528,-15.227,normal,0
CAT-EX-002,1,2025-01-02 14:42:00,1239.4,40.8,77.0,0.494707,3.355247,-0.045644,-0.717243,3.837183,1261.4566,1591.3733,61.0352,19.5312,31.671087,3.53987,4.774168,5.555952,18573.3968,-15.4253,normal,0
CAT-EX-002,1,2025-01-02 14:46:00,1216.5,38.8,75.8,0.533341,2.558672,-1.006213,0.148543,2.466728,1142.5586,1524.2159,41.5039,19.5312,34.141882,3.910189,2.871259,3.215467,14941.5652,-14.319,normal,0
CAT-EX-002,1,2025-01-02 14:47:00,1198.5,37.5,74.0,0.453446,2.290116,-0.785783,0.080845,2.610228,1237.0825,1555.8259,61.0352,19.5312,29.018752,3.906507,3.137334,3.621297,13843.5928,-15.1601,normal,0
CAT-EX-002,1,2025-01-02 14:51:00,1197.4,38.4,73.7,0.661057,3.419307,-1.127635,0.222659,3.306732,1270.3712,1574.476,26.8555,19.5312,42.309133,3.721999,3.755155,4.134861,22866.964,-13.8426,normal,0
CAT-EX-002,1,2025-01-02 14:54:00,1214.0,40.8,72.5,0.642978,2.767057,-0.771326,0.840072,2.295917,1120.8619,1512.9183,46.3867,19.5312,41.158558,3.653838,2.718428,3.044543,21960.5898,-14.4995,normal,0
CAT-EX-002,1,2025-01-02 14:56:00,1198.4,38.2,72.4,0.375316,2.173813,0.890507,1.324561,3.035571,1207.2403,1522.8273,92.7734,19.5312,24.014376,3.475357,4.016926,4.834339,12097.2214,-16.3852,normal,0
CAT-EX-002,1,2025-01-02 15:00:00,1211.1,38.7,72.8,0.567823,5.209534,-0.799375,0.229551,5.660039,1409.2888,1608.9198,61.0352,19.5312,36.339789,3.209082,6.646608,7.553088,37256.4769,-17.6861,normal,0
CAT-EX-002,1,2025-01-02 15:03:00,1188.6,38.7,71.1,0.574763,2.803747,-0.986136,0.009548,2.803914,1286.9812,1594.5498,58.5938,19.5312,36.789586,3.870669,3.244108,3.59862,18879.6656,-14.2256,normal,0
CAT-EX-002,1,2025-01-02 15:04:00,1178.2,42.3,73.0,0.568234,2.683056,-0.970902,0.132937,2.75447,1425.1788,1613.5017,39.0625,19.5312,36.360111,3.89066,3.299191,3.843576,19711.5865,-14.588,normal,0
CAT-EX-002,1,2025-01-02 15:06:00,1164.0,38.4,75.4,0.574711,4.336915,-0.241292,-0.670308,5.238266,1637.5257,1645.3292,58.5938,19.5312,36.77277,3.34182,6.388604,7.340139,36551.9118,-16.8998,normal,0
CAT-EX-002,1,2025-01-02 15:07:00,1147.3,36.6,74.3,0.449151,2.672043,-0.114759,-0.810826,3.202785,1314.1656,1588.6205,56.1523,19.5312,28.74028,3.613924,4.049962,4.814669,15317.9402,-15.2927,normal,0
CAT-EX-002,1,2025-01-02 15:10:00,1143.1,35.0,72.4,0.49934,2.062696,-0.805901,-0.591533,2.437766,1221.3118,1577.4159,39.0625,19.5312,31.965642,3.964538,2.916247,3.339152,12707.3311,-13.6327,normal,0
CAT-EX-002,1,2025-01-02 15:13:00,1135.3,35.7,73.8,0.54251,2.29712,-1.204555,-0.046237,2.244757,1233.0064,1539.8927,56.1523,19.5312,34.71246,3.985646,2.535743,2.781079,19778.7664,-15.4304,normal,0
CAT-EX-002,1,2025-01-02 15:15:00,1138.2,37.5,75.8,0.456291,2.389592,-0.897419,-0.207573,2.905676,1193.536,1547.6537,75.6836,19.5312,29.197879,3.831568,3.454636,3.967667,16566.7856,-15.9575,normal,0
CAT-EX-002,1,2025-01-02 15:19:00,1222.2,46.6,74.1,0.523752,3.306292,-0.952733,0.207729,4.044304,1563.3129,1714.9926,61.0352,19.5312,33.515536,3.623874,4.765896,5.447423,103639.0988,-18.804,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:20:00,1280.2,51.9,72.0,0.479377,2.533888,-0.87826,0.193926,2.914809,1567.7501,1688.2014,68.3594,21.9727,30.673214,3.846734,3.425634,3.869279,95048.2793,-17.4891,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:21:00,1323.6,58.2,74.1,0.641124,4.407569,-0.817051,0.303012,4.486999,1890.1832,1593.2978,43.9453,21.9727,41.022272,3.491067,5.313939,6.050065,124798.2981,-18.7856,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:22:00,1364.7,64.2,72.4,0.804902,4.836978,-1.159809,-0.266415,3.236258,1494.5644,1612.2581,46.3867,21.9727,51.532527,3.613279,3.643454,3.970623,160420.8731,-17.1577,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:25:00,1421.8,65.4,73.8,0.56391,4.958555,0.217249,0.739487,5.644027,1736.4099,1653.3707,95.2148,24.4141,36.084456,3.259683,6.988456,8.10639,218292.4064,-20.3575,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:26:00,1461.8,68.2,76.3,0.816724,4.570876,-0.939522,0.012867,3.33447,1888.1826,1624.8182,48.8281,24.4141,52.257625,3.775604,3.892612,4.371608,232936.4581,-17.7581,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:27:00,1489.7,70.6,76.1,0.737986,6.017902,-0.264353,-0.19195,4.931152,1799.3269,1671.4206,75.6836,24.4141,47.234072,3.414149,6.166409,7.37736,292174.0804,-19.6499,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:28:00,1506.5,72.2,76.5,0.46993,3.976266,-0.173996,0.15275,5.546725,1643.3836,1657.8282,175.7812,48.8281,30.072344,3.42188,6.843124,8.023683,207117.021,-19.8376,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:29:00,1510.7,74.1,78.4,0.527229,3.155822,0.084541,0.214939,3.295071,1524.9447,1615.8095,148.9258,51.2695,33.739628,3.743132,4.275804,5.209316,156185.9845,-19.4332,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:30:00,1509.5,75.2,77.7,0.61329,3.130609,-0.652296,-0.261991,2.875136,1473.0417,1599.6732,75.6836,24.4141,39.241685,3.875009,3.457687,3.97581,183414.3048,-17.4891,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:33:00,1525.7,73.6,76.2,0.482726,2.791047,-0.507654,0.455798,3.501474,1746.4421,1699.889,190.4297,75.6836,30.897568,3.75545,4.207632,4.823832,239208.7721,-18.6216,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:37:00,1553.0,74.8,78.9,0.81925,4.100144,-0.431803,0.740919,2.512362,1488.7257,1580.7592,53.7109,26.8555,52.459201,3.777495,3.047608,3.532315,309349.0802,-17.2739,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:40:00,1559.8,75.7,76.6,0.723311,5.863375,-0.535856,-0.29123,5.264104,1545.2199,1595.8325,78.125,26.8555,46.280653,3.385864,6.492976,7.708861,214437.9388,-18.5519,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:43:00,1574.9,72.4,74.4,0.561003,3.132262,-0.250505,0.679594,3.358603,1564.7998,1577.0695,158.6914,26.8555,35.907425,3.730948,4.091761,4.73964,311621.6772,-17.5282,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:47:00,1574.4,73.1,73.3,0.562,3.480657,0.153461,-0.090149,3.182354,1633.3785,1657.8755,158.6914,26.8555,35.962913,3.699956,4.161985,5.081978,302637.8018,-18.3135,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:48:00,1596.2,75.5,73.8,0.618522,3.239834,-0.752387,-0.145948,2.854071,1808.2539,1747.7551,78.125,26.8555,39.575771,3.863319,3.405593,3.901275,208032.9217,-16.8357,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:50:00,1577.6,75.8,73.8,0.661004,4.467637,0.745976,-0.965897,3.625797,1636.1021,1631.9318,158.6914,26.8555,42.300945,3.545677,4.647237,5.475633,383654.5202,-19.1331,bearing_wear_early,1
CAT-EX-002,1,2025-01-02 15:52:00,1612.6,65.6,73.8,0.790872,7.17869,-0.863476,-0.449397,5.128781,1641.8615,1631.1646,53.7109,26.8555,50.6045,3.170783,5.908666,6.564863,74070.0631,-17.3331,normal,0
CAT-EX-002,1,2025-01-02 15:55:00,1659.0,57.8,73.4,0.350382,1.751321,-0.686073,0.073084,2.505487,1290.3593,1563.296,136.7188,26.8555,22.420703,3.915785,3.030309,3.504786,14631.8106,-17.5941,normal,0
CAT-EX-002,1,2025-01-02 15:56:00,1680.9,47.7,74.4,0.451041,2.188765,-0.635468,0.749283,2.745272,1231.3468,1558.5278,56.1523,29.2969,28.869397,3.737899,3.252942,3.665124,16258.8483,-15.8676,normal,0
CAT-EX-002,1,2025-01-02 16:00:00,1684.5,43.8,74.9,0.554661,2.453274,-0.810082,-0.422733,2.528724,1275.717,1572.6545,83.0078,29.2969,35.49476,3.979882,3.014125,3.45423,28063.8179,-16.6105,normal,0
CAT-EX-002,1,2025-01-02 16:01:00,1702.1,39.4,74.8,0.301187,1.82299,-0.943534,-0.041672,3.622412,1292.2015,1547.5123,141.6016,29.2969,19.271318,3.713796,4.245616,4.802451,10745.4169,-17.5428,normal,0
CAT-EX-002,1,2025-01-02 16:04:00,1728.9,38.2,75.5,0.652929,4.33794,-0.982283,0.035297,3.766873,1438.583,1614.6765,31.7383,29.2969,41.778951,3.532059,4.511368,5.248602,34380.2277,-15.9506,normal,0
CAT-EX-002,1,2025-01-02 16:06:00,1769.3,37.2,77.2,0.555822,2.716834,-1.169736,0.184004,2.889832,1392.8586,1596.0812,87.8906,29.2969,35.564129,3.847232,3.326489,3.725507,18107.8602,-14.3337,normal,0
CAT-EX-002,1,2025-01-02 16:10:00,1764.0,33.9,80.1,0.335478,2.147271,-0.743286,-0.080723,4.023775,1598.1521,1613.1203,119.6289,29.2969,21.465872,3.681576,4.794826,5.477941,16501.6165,-18.5049,normal,0
CAT-EX-002,1,2025-01-02 16:13:00,1782.8,33.0,80.4,0.34661,1.868993,0.101344,0.144681,2.763276,1357.614,1596.6545,148.9258,58.5938,22.177697,3.833624,3.633728,4.481658,13421.9767,-17.1037,normal,0
CAT-EX-002,1,2025-01-02 16:15:00,1782.1,33.3,79.7,0.379601,2.01625,0.040761,-0.444493,2.970861,1390.7037,1595.3251,148.9258,29.2969,24.288608,3.837225,3.860001,4.719036,15599.4511,-17.2431,normal,0
CAT-EX-002,1,2025-01-02 16:18:00,1782.0,33.3,80.0,0.29185,1.806066,-0.521373,-0.127384,3.814431,1295.0323,1570.4957,163.5742,29.2969,18.674127,3.723148,4.701319,5.546982,9882.4576,-17.3207,normal,0
CAT-EX-002,1,2025-01-02 16:21:00,1786.0,29.3,82.3,0.637865,2.669554,-0.874274,-0.491395,2.375201,1342.1265,1587.2029,61.0352,29.2969,40.814478,3.9556,2.73262,3.014602,26223.6549,-14.6398,normal,0
CAT-EX-002,1,2025-01-02 16:25:00,1775.8,27.3,84.8,0.622683,2.76322,-1.317903,-0.039159,2.686588,1298.3648,1580.1319,31.7383,29.2969,39.846446,3.825989,3.038607,3.35702,20990.0563,-13.9085,normal,0
CAT-EX-002,1,2025-01-02 16:27:00,1791.0,22.1,81.8,0.43603,1.838647,-0.837553,0.515002,2.378141,1159.3347,1534.476,90.332,29.2969,27.910578,3.973967,2.842483,3.256444,11109.6184,-14.3567,normal,0
CAT-EX-002,1,2025-01-02 16:28:00,1797.2,25.7,79.9,0.326989,1.481154,-0.550813,-0.68767,2.638188,1279.2369,1569.5889,90.332,29.2969,20.923593,3.880105,3.20426,3.71354,8666.704,-16.0076,normal,0
CAT-EX-002,1,2025-01-02 16:31:00,1818.5,26.2,78.0,0.439264,2.792785,-0.021661,0.762113,3.618734,1348.0446,1604.5004,119.6289,29.2969,28.110307,3.588681,4.564066,5.410638,18572.1938,-16.6447,normal,0
CAT-EX-002,1,2025-01-02 16:34:00,1804.0,27.4,76.8,0.542809,3.26851,-0.826079,0.097399,3.868624,1133.8655,1494.7477,61.0352,29.2969,34.738231,3.698259,4.595759,5.228157,19772.2521,-15.8793,normal,0
CAT-EX-002,1,2025-01-02 16:37:00,1786.2,27.7,76.3,0.471103,2.517926,0.037715,-0.646584,2.711296,1153.7913,1521.9811,107.4219,29.2969,30.145083,3.768683,3.510122,4.28194,14174.8498,-14.9851,normal,0
CAT-EX-002,1,2025-01-02 16:41:00,1741.5,24.6,78.0,0.265916,2.099217,0.216131,0.759361,4.544825,1330.5474,1557.4054,202.6367,29.2969,17.016871,3.40593,5.71659,6.742094,9387.9041,-18.257,normal,0
CAT-EX-002,1,2025-01-02 16:42:00,1740.0,25.1,78.4,0.537057,3.033749,-0.785807,0.185269,3.330524,1367.5286,1585.3026,87.8906,29.2969,34.369866,3.760858,3.910742,4.389962,24081.6552,-16.0037,normal,0
CAT-EX-002,1,2025-01-02 16:45:00,1755.4,24.8,79.1,0.578813,3.52967,-0.812843,-0.397537,4.134572,1681.6585,1641.3102,58.5938,29.2969,37.035115,3.575464,5.028876,5.911601,24781.4004,-15.409,normal,0
CAT-EX-002,1,2025-01-02 16:46:00,1765.2,21.9,77.5,0.281048,1.506538,-0.284906,-0.06337,2.705009,1399.6691,1569.4585,205.0781,29.2969,17.982714,3.868647,3.374452,3.979468,7637.6486,-16.7231,normal,0
CAT-EX-002,1,2025-01-02 16:48:00,1756.1,21.8,75.5,0.488861,2.976967,-0.712494,-0.58318,3.630112,1529.6597,1628.2024,58.5938,29.2969,31.280639,3.598994,4.290205,4.864483,19420.3369,-16.034,normal,0
CAT-EX-002,1,2025-01-02 16:50:00,1761.1,22.3,76.3,0.298892,3.050463,0.371195,0.123757,7.655706,1584.7721,1602.284,178.2227,29.2969,19.124451,3.198821,9.662656,11.560297,15382.5423,-19.6784,normal,0
CAT-EX-002,1,2025-01-02 16:53:00,1769.6,22.9,79.0,0.644194,4.166643,-0.651926,0.037086,3.540932,1515.1756,1615.7298,61.0352,29.2969,41.219237,3.627497,4.1761,4.665566,41314.5565,-16.9554,normal,0
CAT-EX-002,1,2025-01-02 16:57:00,1780.9,23.4,82.5,0.429725,2.008563,-0.450399,-0.755243,2.600377,1208.3346,1548.9358,61.0352,29.2969,27.496785,3.79425,3.185978,3.695194,10099.0484,-14.3613,normal,0
CAT-EX-002,1,2025-01-02 17:00:00,1796.4,24.7,83.0,0.427084,2.493488,-0.966615,-0.33872,3.77467,1281.7624,1566.1057,124.5117,29.2969,27.331319,3.670355,4.301883,4.714599,16224.2644,-16.4089,normal,0
CAT-EX-002,1,2025-01-02 17:03:00,1780.9,23.8,82.2,0.509329,2.512916,-0.965477,-0.483486,2.663437,1187.101,1531.591,58.5938,29.2969,32.590263,3.792964,3.090781,3.452648,13625.5202,-14.3645,normal,0
CAT-EX-002,1,2025-01-02 17:05:00,1788.8,19.6,80.6,0.429412,3.07708,-0.760112,-0.396056,4.565448,1419.6972,1609.2506,90.332,29.2969,27.481529,3.480424,5.277488,5.833089,23121.8997,-17.8397,normal,0
CAT-EX-002,1,2025-01-02 17:09:00,1768.0,21.0,78.9,0.432905,2.5775,-0.288032,-0.570662,3.180742,1418.9092,1584.6878,117.1875,29.2969,27.699196,3.65612,4.064653,4.934878,14093.8232,-15.5169,normal,0
CAT-EX-002,1,2025-01-02 17:10:00,1791.8,20.0,79.1,0.557439,3.060643,-1.047549,-0.176587,3.068906,1301.0834,1576.7696,61.0352,29.2969,35.668704,3.698035,3.449736,3.728802,18251.5715,-14.6171,normal,0
CAT-EX-002,1,2025-01-02 17:14:00,1779.2,19.3,79.0,0.451014,2.544957,-1.027136,-0.313931,3.447382,1277.072,1563.1254,63.4766,29.2969,28.860717,3.681695,4.047333,4.595374,14941.4522,-15.449,normal,0
CAT-EX-002,1,2025-01-02 17:16:00,1864.1,27.8,80.1,1.186113,4.839037,-1.437677,0.157608,2.457234,1309.5573,1600.9276,31.7383,31.7383,75.913604,3.852529,2.740207,2.996243,73082.243,-13.9757,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:19:00,1939.6,41.2,87.2,0.886774,5.239999,-1.086173,-0.02107,3.198317,1333.5007,1582.3531,34.1797,31.7383,56.740856,3.610508,3.814611,4.48693,47752.1401,-14.8982,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:22:00,1969.2,48.9,90.1,0.698194,4.262333,-1.324638,-0.259689,3.487626,1377.3178,1597.2458,36.6211,31.7383,44.691238,3.505312,3.914784,4.31081,42256.5472,-16.2891,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:26:00,2024.2,53.3,87.7,1.237262,5.103245,-1.174296,0.019501,2.160761,1278.513,1563.558,34.1797,34.1797,79.165581,3.99648,2.507964,2.837806,57543.8743,-12.7032,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:27:00,2075.6,56.5,88.7,1.727684,10.291451,-1.455587,0.15715,3.509622,1507.8028,1628.5219,34.1797,34.1797,110.549673,3.467248,3.860185,4.173809,193655.9193,-14.8726,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:31:00,2107.0,62.5,87.3,1.531332,14.536896,-0.370789,-0.283872,7.762419,1442.9823,1602.6234,36.6211,34.1797,97.992268,3.123801,8.770592,9.557057,279544.0108,-18.1999,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:32:00,2117.2,62.4,88.2,1.477028,4.918257,-1.467148,0.259329,1.834459,1003.1144,1437.3567,39.0625,34.1797,94.50833,4.007023,2.004967,2.146722,71364.874,-12.711,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:35:00,2100.9,67.1,91.1,1.257111,4.287037,-1.330721,0.330264,1.816161,985.1027,1470.428,36.6211,34.1797,80.464953,4.011243,2.026581,2.211845,33629.4381,-10.0338,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:36:00,2096.7,65.0,90.5,1.413132,8.409169,-1.489307,0.052199,4.333672,1222.4376,1542.6154,36.6211,34.1797,90.424829,3.373695,4.766841,5.191967,96622.2046,-14.0796,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:37:00,2116.9,64.6,91.5,1.693295,5.530697,-1.52142,0.064881,1.687911,1011.1601,1431.4236,36.6211,34.1797,108.347363,3.984811,1.878272,2.072744,95393.4858,-12.8537,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:41:00,2120.0,67.8,92.2,1.566357,11.477075,-1.235683,-0.228497,5.5161,1272.1421,1554.8388,36.6211,34.1797,100.228395,3.258339,6.144283,6.702784,169058.4101,-16.0265,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:43:00,2124.6,70.4,87.6,1.663429,6.169779,-1.357254,0.15536,1.912455,1120.1879,1491.0239,39.0625,36.6211,106.434975,3.922918,2.17891,2.432956,136156.2845,-14.3565,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:46:00,2133.2,69.2,90.8,1.037972,3.770463,-1.09234,-0.402368,1.998407,1086.8309,1487.5865,41.5039,36.6211,66.420941,4.015878,2.341738,2.665744,47950.3736,-13.684,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:48:00,2140.5,70.5,90.0,1.395207,8.027522,-1.239834,0.36679,3.866026,1242.1745,1544.5466,39.0625,36.6211,89.271553,3.538849,4.359062,4.79015,135159.4994,-15.8416,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:51:00,2165.1,70.1,89.4,0.990295,5.463396,-1.342176,-0.054246,2.797089,1218.5965,1551.0987,41.5039,36.6211,63.36804,3.624727,3.102702,3.353592,45533.2933,-13.5925,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:53:00,2192.1,73.5,90.2,1.024536,5.776252,-1.318181,-0.172805,3.64548,1729.1666,1633.0591,36.6211,36.6211,65.554582,3.566276,4.013996,4.295375,99859.2076,-16.69,imbalance_severe,1
CAT-EX-002,1,2025-01-02 17:57:00,2194.8,72.6,92.2,0.762976,3.256548,-0.8834,-0.419932,2.56202,1233.1804,1531.0754,73.2422,36.6211,48.818832,3.971178,3.008359,3.413365,18414.036,-11.7417,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:01:00,2213.0,75.2,94.5,1.75798,8.236666,-1.283489,-0.259544,3.06098,1540.8243,1626.2986,36.6211,36.6211,112.483479,3.758934,3.458243,3.805836,171167.8045,-14.3146,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:02:00,2194.6,76.1,94.0,1.644081,5.644428,-1.505411,0.172754,1.728705,1580.3509,1631.2847,36.6211,36.6211,105.19575,3.929824,1.903649,2.063692,97077.7929,-12.4472,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:03:00,2185.9,76.5,91.1,1.569347,9.819153,-1.330111,0.209335,4.711873,1712.0366,1649.7473,36.6211,36.6211,100.417422,3.408122,5.237902,5.700206,184513.8649,-15.8335,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:06:00,2197.9,77.3,94.9,2.065602,15.662678,-1.140608,0.242098,6.027634,1754.6473,1634.0941,36.6211,36.6211,132.166631,3.210253,6.72129,7.354263,256856.3972,-14.9424,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:08:00,2181.4,76.2,95.5,1.788218,7.351124,-1.481772,-0.171278,2.572731,1523.4109,1644.3924,36.6211,36.6211,114.423909,3.816276,2.838137,3.076679,148583.3864,-13.1359,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:12:00,2168.5,74.4,96.4,1.641804,10.05401,-1.445526,-0.231862,3.510392,1299.9637,1583.8519,36.6211,36.6211,105.065385,3.400423,3.849943,4.141121,114229.3246,-13.0785,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:15:00,2148.1,72.4,93.6,1.445105,5.081288,-1.35379,0.448952,2.021264,1144.024,1508.1353,39.0625,36.6211,92.468638,3.898714,2.223059,2.386899,102079.789,-14.2404,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:16:00,2171.5,71.7,87.0,2.202852,10.48873,-1.476058,-0.155925,2.554799,1340.2744,1587.7482,36.6211,36.6211,140.956354,3.625428,2.840494,3.111599,193915.8533,-12.9833,imbalance_severe,1
CAT-EX-002,1,2025-01-02 18:17:00,2017.8,68.3,76.4,0.522861,2.849688,-1.010096,-0.01496,3.073844,1305.669,1574.2224,100.0977,34.1797,33.456082,3.733585,3.50812,3.851128,19150.8088,-15.26,normal,0
CAT-EX-002,1,2025-01-02 18:21:00,1914.4,62.6,68.8,0.503111,2.412533,0.680074,-1.163177,3.102413,1321.4557,1583.7786,126.9531,63.4766,32.191428,3.766578,4.000616,4.737081,13898.0564,-14.1217,normal,0
CAT-EX-002,1,2025-01-02 18:24:00,1840.9,60.9,67.9,0.808596,4.137986,-0.91368,-0.578903,2.781137,1307.9456,1596.9965,61.0352,31.7383,51.758604,3.703533,3.28682,3.74649,48347.963,-15.3976,normal,0
CAT-EX-002,1,2025-01-02 18:28:00,1747.4,57.8,64.1,0.435373,2.006481,-0.787036,-0.09103,2.356981,1336.4527,1548.7931,117.1875,58.5938,27.857142,3.99556,2.848221,3.313426,20592.0112,-17.6021,normal,0
CAT-EX-002,1,2025-01-02 18:29:00,1668.3,52.6,62.6,0.504694,2.844577,-0.842919,-0.314695,3.218249,1282.4551,1583.1411,83.0078,26.8555,32.292889,3.754356,3.785545,4.264812,21172.8369,-15.9309,normal,0
CAT-EX-002,1,2025-01-02 18:32:00,1613.6,48.1,58.9,0.688187,2.844593,-0.943567,0.094374,2.211272,1331.4362,1588.8906,53.7109,26.8555,44.033294,3.95303,2.636376,3.030768,18393.3906,-12.4732,normal,0
CAT-EX-002,1,2025-01-02 18:35:00,1592.3,49.5,55.3,0.466357,3.881523,0.715481,1.147255,4.773486,1482.209,1617.2722,80.5664,53.7109,29.840207,3.188436,6.285198,7.613839,28708.0554,-18.1039,normal,0
CAT-EX-002,1,2025-01-02 18:39:00,1559.8,42.7,52.0,0.439057,3.417469,-0.564229,-0.57916,5.295806,1331.7993,1582.9843,104.9805,51.2695,28.095383,3.360386,6.362994,7.333407,19258.5447,-16.8216,normal,0
CAT-EX-002,1,2025-01-02 18:41:00,1525.2,43.1,49.1,0.529354,4.147649,0.058425,0.637838,5.615325,1413.0831,1619.6992,75.6836,24.4141,33.891599,3.319925,7.389629,9.162385,37970.8659,-18.2286,normal,0
CAT-EX-002,1,2025-01-02 18:44:00,1497.0,41.9,52.8,0.429873,2.727911,-1.061754,0.26385,3.747914,1261.4751,1575.6113,75.6836,24.4141,27.509047,3.578935,4.288389,4.747477,16684.2184,-16.4473,normal,0
CAT-EX-002,1,2025-01-02 18:48:00,1464.9,44.1,54.0,0.3695,2.003668,-0.413907,0.54251,3.134281,1452.1758,1603.8221,75.6836,24.4141,23.642379,3.80043,3.840739,4.466022,12479.1619,-16.5273,normal,0
