machine_id,machine_id_encoded,timestamp,operating_speed_rpm,load_percentage,temperature_celsius,rms,peak_to_peak,kurtosis,skewness,crest_factor,spectral_centroid,spectral_bandwidth,spectral_rolloff,dominant_frequency,frequency_rms,entropy,impulse_factor,clearance_factor,band_energy_1_5kHz,snr_estimated,fault_class,is_early_fault,fault_severity
CAT-DZ-001,4,2025-01-28 11:17:00,831.7,37.9,109.7,0.952233,5.106614,-0.734379,-0.039842,2.826954,2137.3474,1584.9146,1416.0156,14.6484,60.931177,3.859694,3.403599,3.946322,1265549.22,-27.9629,normal,0,0.0
CAT-EX-002,1,2025-05-09 08:42:00,1840.9,73.3,73.7,0.544374,4.954951,-0.098217,-0.521754,4.77056,1802.6149,1638.275,92.7734,61.0352,34.831633,3.24581,5.872297,6.826295,115327.286,-22.2231,misalignment_severe,0,0.6031
CAT-TB-001,2,2025-01-19 23:34:00,2500.6,34.7,48.6,0.986764,10.402421,-0.412219,0.213545,7.003033,1575.9171,1620.3821,166.0156,83.0078,63.137641,3.04735,8.084527,8.905881,146043.9622,-18.6586,misalignment_severe,0,0.9956
CAT-EX-001,0,2025-04-28 02:19:00,2199.5,30.9,93.6,0.862454,9.41108,0.367613,-0.135821,5.732847,2325.4409,1453.3759,2626.9531,2612.3047,55.188423,3.174498,7.210665,8.50013,3712056.4259,-26.3957,bearing_wear_severe,0,0.5874
CAT-TB-001,2,2025-04-05 15:01:00,2718.5,39.3,110.5,2.29584,16.573771,-1.162697,0.134931,5.296251,1791.2735,1646.1695,46.3867,46.3867,146.926952,3.406955,5.970835,6.561446,1435986.653,-20.846,imbalance_severe,0,0.904
CAT-TB-001,2,2025-03-11 20:58:00,2475.8,67.3,71.6,0.520739,3.019722,-1.121017,-0.568446,4.119939,1724.1651,1646.1485,83.0078,41.5039,33.32009,3.402647,4.594623,4.95793,46387.0421,-18.9643,normal,0,0.0
CAT-TB-001,2,2025-02-26 07:48:00,669.6,29.0,44.2,0.615708,7.237097,0.436378,-0.049967,7.090496,2009.651,1410.2658,1867.6758,1855.4688,39.396748,3.097469,8.950472,10.619509,2496419.8906,-20.1083,bearing_wear_severe,0,0.9305
CAT-EX-002,1,2025-03-31 08:02:00,2741.1,35.4,115.1,0.837911,6.57337,-0.633702,-0.05444,4.237758,1454.6572,1587.4258,183.1055,46.3867,53.613339,3.393305,5.139537,5.963845,120520.8438,-19.3685,misalignment_severe,0,0.6222
CAT-EX-002,1,2025-04-07 12:33:00,1164.9,66.9,103.6,0.474117,5.459076,0.830268,-0.340829,7.701764,2031.3549,1564.9977,842.2852,39.0625,30.336755,3.102224,9.499268,11.020363,279046.5107,-23.1382,bearing_wear_early,1,0.2258
CAT-EX-002,1,2025-05-07 05:18:00,1869.5,35.8,56.2,0.482074,2.473092,-0.752118,-0.15239,2.719721,1874.1981,1623.7662,156.25,31.7383,30.849269,3.879953,3.247224,3.71663,147123.4344,-24.5233,misalignment_early,1,0.2208
CAT-EX-002,1,2025-03-21 02:05:00,1962.2,57.8,53.6,0.887613,7.874311,0.161494,-0.028679,5.211865,2408.2386,1480.7511,3332.5195,3146.9727,56.79349,3.385858,6.569671,7.786233,4807658.9663,-29.2844,bearing_wear_severe,0,0.7799
CAT-DZ-001,4,2025-02-18 05:36:00,1942.7,90.3,71.8,0.667954,6.286232,-0.231412,0.150372,5.117868,2068.7075,1598.7809,1020.5078,31.7383,42.742928,3.311047,6.322335,7.417539,563924.7417,-27.455,normal,0,0.0
CAT-EX-002,1,2025-02-11 03:23:00,585.2,41.4,46.5,1.271198,12.612922,-0.384633,0.367535,6.39625,2236.4217,1563.1135,19.5312,9.7656,81.339491,3.181317,7.619898,8.666789,978647.7463,-24.1068,imbalance_severe,0,0.5692
CAT-DZ-001,4,2025-02-22 10:22:00,2271.9,36.7,95.4,0.402084,4.713521,0.748231,-0.277522,8.162911,1846.6235,1584.7886,227.0508,75.6836,25.727981,3.068657,9.858027,11.338777,181732.5612,-23.1089,bearing_wear_early,1,0.2087
CAT-EX-001,0,2025-03-26 05:07:00,1801.2,27.6,80.4,0.528838,3.239635,-0.71139,0.227845,3.590283,1646.6076,1640.3586,119.6289,61.0352,33.837469,3.684736,4.227748,4.739149,78955.2599,-20.9582,normal,0,0.0
CAT-TB-002,3,2025-03-10 13:46:00,2530.5,86.7,119.6,0.659581,5.455131,0.145331,0.077205,5.313272,1847.8533,1441.4239,1835.9375,1835.9375,42.202935,3.451951,6.783835,8.148019,2875543.8328,-18.9279,bearing_wear_severe,0,0.5667
CAT-TB-001,2,2025-04-18 16:29:00,1923.3,20.2,76.9,1.116291,7.836868,-1.384989,-0.215594,3.557661,1867.1479,1628.8061,31.7383,31.7383,71.426143,3.334447,3.912814,4.210215,255404.2199,-19.8873,imbalance_early,1,0.2891
CAT-EX-001,0,2025-04-09 00:35:00,1347.5,69.2,50.9,0.339703,3.143001,0.021349,-0.452296,5.987399,1706.8085,1633.9701,134.2773,21.9727,21.739483,3.137072,7.390833,8.6867,41292.5049,-22.1713,normal,0,0.0
CAT-EX-001,0,2025-03-23 13:05:00,2158.2,57.8,91.9,0.632197,6.443517,-0.519154,-0.816389,5.720296,1525.4201,1639.4038,73.2422,36.6211,40.454839,2.747722,6.696583,7.437195,54032.4671,-17.952,normal,0,0.0
CAT-EX-001,0,2025-03-21 15:08:00,2197.5,96.1,41.9,0.822071,6.739306,0.036922,0.021954,4.897535,2876.0751,1730.0845,4643.5547,36.6211,52.599942,3.46416,6.118173,7.185858,3450704.4754,-20.8019,bearing_wear_severe,0,0.6765
CAT-EX-001,0,2025-01-21 10:25:00,2731.9,63.3,84.3,0.421384,4.283193,-0.17056,-0.207355,5.865506,1901.9748,1696.0111,227.0508,46.3867,26.962616,3.220622,7.196435,8.384362,177683.5986,-22.5248,bearing_wear_early,1,0.1112
CAT-DZ-001,4,2025-01-17 15:28:00,2535.2,51.2,51.5,0.536555,6.83983,0.424048,0.122645,7.394893,1901.319,1610.6764,253.9062,41.5039,34.33192,2.998478,9.287611,11.043258,211759.4511,-25.242,normal,0,0.0
CAT-TB-001,2,2025-01-20 00:04:00,2708.8,88.3,83.1,0.401857,4.797277,0.266659,-0.637476,8.386473,1799.5284,1698.9387,90.332,43.9453,25.713503,2.724001,9.454168,10.192334,43638.4971,-21.121,normal,0,0.0
CAT-EX-001,0,2025-01-27 15:47:00,1823.3,22.5,87.5,0.79668,7.142866,-0.527959,-0.315395,6.247473,2092.7408,1605.6497,1015.625,29.2969,50.977562,3.306828,7.321863,8.23326,800463.3271,-27.4674,normal,0,0.0
CAT-EX-001,0,2025-03-21 00:28:00,1685.1,89.1,47.0,0.290084,2.29567,-0.447104,-0.214563,5.708871,1618.5297,1644.067,112.3047,56.1523,18.567362,3.404985,6.940525,8.078444,19743.2089,-20.4627,normal,0,0.0
CAT-TB-001,2,2025-04-10 16:36:00,1851.5,53.8,63.4,0.551861,6.04516,0.780877,0.193581,7.741719,2085.939,1587.917,3215.332,31.7383,35.316287,3.159281,9.964192,12.011947,607509.9503,-25.9598,bearing_wear_early,1,0.272
CAT-EX-001,0,2025-04-08 01:17:00,944.7,89.5,80.4,0.496234,2.9469,-0.808523,0.208912,3.679478,1573.6009,1639.531,63.4766,31.7383,31.753337,3.672309,4.342948,4.882883,53201.1892,-20.0471,normal,0,0.0
CAT-TB-002,3,2025-04-30 02:44:00,2852.4,41.4,112.4,0.464998,2.715887,0.139374,-0.64466,2.938031,1524.4325,1613.3387,151.3672,95.2148,29.759862,3.56138,3.990877,5.149874,40200.7994,-19.5169,normal,0,0.0
CAT-TB-002,3,2025-03-18 09:03:00,2196.4,54.8,44.0,0.49312,3.511601,-0.724983,0.63402,4.688935,1960.854,1624.6817,73.2422,36.6211,31.552238,3.400597,5.497993,6.188056,44651.4793,-18.972,normal,0,0.0
CAT-TB-002,3,2025-01-16 10:07:00,1832.7,89.3,105.2,0.570502,8.922078,1.883449,-0.482302,7.871786,2101.475,1588.3192,1325.6836,61.0352,36.504209,2.76913,9.788202,11.382206,449592.3923,-27.7566,misalignment_early,1,0.2825
CAT-TB-001,2,2025-01-23 16:56:00,2410.9,57.2,104.9,0.820002,8.396076,0.923258,0.97697,7.710327,1656.1983,1636.1721,122.0703,80.5664,52.467506,2.92595,9.281941,10.465987,139144.0566,-20.0767,misalignment_severe,0,0.6326
CAT-EX-002,1,2025-03-07 21:42:00,1163.0,28.6,70.1,0.996346,9.003498,-0.514569,0.065702,6.379357,1996.6032,1616.5909,58.5938,39.0625,63.750956,3.262099,7.470722,8.400331,498944.9213,-23.4603,misalignment_severe,0,0.6992
CAT-DZ-001,4,2025-03-01 16:14:00,1473.8,89.5,43.0,0.671376,5.35653,-0.728028,-0.567593,4.698432,1818.8253,1629.5543,48.8281,24.4141,42.957949,3.255088,5.515648,6.149065,78362.3502,-19.0181,misalignment_early,1,0.2586
CAT-DZ-001,4,2025-01-21 04:40:00,2875.7,66.4,57.2,0.755612,7.627661,-0.572359,0.061278,6.127445,1921.137,1734.1304,288.0859,48.8281,48.347777,3.166161,7.105106,7.880653,641746.2622,-21.2375,combined_fault,0,0.4605
CAT-TB-001,2,2025-04-15 12:19:00,1480.2,76.0,45.5,1.701262,15.496102,-0.701825,-0.110339,5.591899,2203.4203,1558.2159,26.8555,24.4141,108.854871,3.301167,6.628279,7.584528,2350874.5046,-25.4234,imbalance_severe,0,0.8615
CAT-EX-001,0,2025-03-10 02:52:00,2258.6,59.3,100.2,0.9337,8.749091,0.107133,0.08235,6.533676,1992.5331,1543.5996,3012.6953,3012.6953,59.749851,3.311676,8.069461,9.441011,3577251.8954,-20.1159,bearing_wear_severe,0,0.5947
CAT-DZ-001,4,2025-01-28 17:38:00,1337.1,34.6,92.3,1.001022,4.683811,0.090198,-0.733646,2.902925,1404.73,1619.2568,65.918,43.9453,64.049889,3.822211,3.780093,4.594599,94156.3318,-16.66,misalignment_severe,0,0.5727
CAT-DZ-001,4,2025-03-20 20:27:00,3035.1,39.9,61.4,0.663513,7.497669,0.309164,0.387659,6.449739,1997.11,1616.3364,253.9062,51.2695,42.456274,3.045506,7.944186,9.275987,363523.8066,-25.6104,normal,0,0.0
CAT-EX-002,1,2025-03-30 02:14:00,2269.2,71.3,80.4,0.655954,4.827206,0.009654,-0.214103,4.542508,2400.0987,1501.7796,3559.5703,3554.6875,41.974817,3.569847,5.695515,6.730037,2140844.7939,-29.3017,bearing_wear_severe,0,0.6793
CAT-EX-001,0,2025-04-11 21:56:00,607.3,72.4,57.7,0.513325,5.96685,0.661369,-0.633887,8.390332,1496.8538,1636.1203,41.5039,19.5312,32.887085,2.912602,10.547127,12.51508,45259.0458,-19.4577,misalignment_early,1,0.1083
CAT-TB-001,2,2025-03-15 03:15:00,2622.8,38.1,62.3,0.758986,6.250353,0.12839,0.115334,5.312629,1503.449,1604.8826,131.8359,87.8906,48.563594,3.24069,6.84936,8.192238,72736.9265,-17.8227,misalignment_severe,0,0.939
CAT-EX-001,0,2025-02-16 08:20:00,1069.9,25.3,55.2,0.318569,2.838283,0.133126,0.149189,5.101408,2099.7786,1600.7198,883.7891,17.0898,20.383529,3.361174,6.538726,7.875671,124457.6164,-27.2213,normal,0,0.0
CAT-EX-001,0,2025-03-04 18:45:00,1740.0,91.8,98.8,1.107267,7.37883,-1.230872,0.058311,4.240739,1958.7253,1617.1872,29.2969,29.2969,70.84784,3.441274,4.804847,5.297715,406660.0112,-21.8122,imbalance_severe,0,0.8503
CAT-TB-001,2,2025-02-14 15:42:00,1564.3,48.4,87.4,0.772716,7.881371,0.541858,0.061311,7.156366,2907.5711,1758.5332,4416.5039,4406.7383,49.441793,3.225408,9.246397,11.230824,4110595.6718,-18.5744,bearing_wear_severe,0,0.8644
CAT-TB-001,2,2025-04-19 02:56:00,1324.5,35.0,85.6,0.482184,4.162787,-0.715745,0.269111,4.373152,2149.226,1600.4966,43.9453,21.9727,30.85371,3.264394,5.278088,6.133614,106964.6307,-22.9018,normal,0,0.0
CAT-TB-001,2,2025-05-09 15:08:00,2469.1,84.0,98.7,0.49886,4.735326,-0.81616,-0.294729,5.506357,2037.1814,1599.2898,83.0078,41.5039,31.920407,3.171604,6.349807,7.043942,144708.368,-24.2178,normal,0,0.0
CAT-TB-002,3,2025-02-11 15:29:00,2579.1,21.6,41.7,0.373783,1.706535,-1.175075,0.491083,2.401281,1359.9495,1567.4952,85.4492,43.9453,23.916892,3.647991,2.719993,2.992805,15453.7625,-17.5772,normal,0,0.0
CAT-TB-001,2,2025-01-11 09:25:00,1835.9,94.8,95.5,1.43486,17.783364,-0.461718,0.085466,6.792082,2016.0583,1620.7621,36.6211,31.7383,91.842502,2.937536,7.771507,8.59126,1456642.3818,-25.0881,imbalance_severe,0,0.6918
CAT-DZ-001,4,2025-03-21 20:42:00,2720.0,48.1,44.7,1.163285,11.109465,0.54767,0.399974,6.400447,2161.858,1526.3414,2270.5078,46.3867,74.435661,3.30172,8.060604,9.519516,4614234.2062,-27.9125,bearing_wear_severe,0,0.7158
CAT-TB-001,2,2025-03-24 22:16:00,879.7,21.3,85.3,0.911914,6.555505,-0.007826,0.591899,4.428833,2129.0907,1591.4977,58.5938,29.2969,58.348872,3.49842,5.700257,6.921217,431980.9748,-23.5225,misalignment_severe,0,0.6715
CAT-EX-002,1,2025-04-22 21:45:00,1185.3,48.6,71.8,1.526435,12.995778,-0.518327,0.293502,5.984028,1737.9508,1574.3862,78.125,19.5312,97.670493,3.334526,6.985721,7.87536,1843043.8826,-19.9013,combined_fault,0,0.7352
CAT-EX-001,0,2025-03-23 10:19:00,1048.1,28.4,109.4,1.434191,14.920506,-0.834249,-0.377729,6.258014,1798.6053,1656.1114,17.0898,17.0898,91.788815,2.821537,7.139082,7.978498,293809.8629,-18.3229,imbalance_severe,0,0.8448
CAT-EX-002,1,2025-04-23 01:34:00,649.8,60.5,107.4,0.830296,10.499704,0.402715,0.387028,9.056981,1699.3303,1644.9252,14.6484,9.7656,53.301687,2.747265,10.245626,11.289989,151941.385,-20.3648,imbalance_early,1,0.224
CAT-TB-002,3,2025-01-16 02:21:00,1106.9,29.2,60.4,0.617103,4.754884,-1.210654,-0.154999,4.200485,1728.083,1648.2351,21.9727,19.5312,39.546424,3.308296,4.742369,5.193906,93233.6039,-20.4449,normal,0,0.0
CAT-TB-002,3,2025-03-10 09:17:00,2532.7,58.7,103.1,0.441037,5.377254,-0.120843,-0.398571,6.924064,1682.6693,1640.0616,126.9531,41.5039,28.222243,2.979602,8.271789,9.407179,62243.6887,-21.6148,normal,0,0.0
CAT-TB-001,2,2025-01-21 05:52:00,888.4,79.5,88.5,0.48041,4.750481,-0.238105,0.403124,7.361657,1985.852,1687.0284,58.5938,14.6484,30.738873,3.078674,8.719221,9.918197,176551.3364,-19.8247,bearing_wear_early,1,0.1849
CAT-TB-001,2,2025-04-28 08:55:00,1677.0,39.3,97.2,0.599075,3.840907,-0.953688,-0.081233,3.528397,1760.4665,1639.5916,56.1523,26.8555,38.332088,3.574974,4.168482,4.765442,125430.4556,-22.1138,normal,0,0.0
CAT-DZ-001,4,2025-04-28 10:52:00,1382.7,91.8,58.7,0.829357,5.165845,-1.338615,0.464354,3.83007,1500.1789,1627.0182,46.3867,21.9727,53.070844,3.272321,4.26317,4.618389,98074.0564,-18.2162,normal,0,0.0
CAT-TB-001,2,2025-03-28 16:30:00,2301.0,36.8,45.3,0.784916,7.336691,0.154069,0.03466,5.977716,2355.7289,1609.3612,3623.0469,3620.6055,50.222728,3.320491,7.494992,8.799317,3785640.6198,-16.1507,bearing_wear_severe,0,0.6956
CAT-TB-001,2,2025-02-22 23:12:00,633.0,87.8,70.6,0.6017,4.837856,-0.536082,-0.059855,5.157107,1414.233,1632.5142,21.9727,9.7656,38.574004,3.19908,6.434865,7.673602,31813.2825,-16.6603,misalignment_early,1,0.0977
CAT-DZ-001,4,2025-03-24 03:14:00,1880.2,90.5,72.0,0.657525,6.852049,0.14585,0.398662,5.686803,1710.07,1646.6072,124.5117,31.7383,42.072341,3.03088,7.284164,8.704352,104163.1636,-20.48,normal,0,0.0
CAT-DZ-001,4,2025-01-24 23:58:00,2625.1,68.9,108.8,0.477429,4.087657,-0.148376,-0.156994,5.560682,2046.0677,1546.8768,2365.7227,87.8906,30.54928,3.408947,6.822491,7.929791,441447.1616,-25.7613,bearing_wear_early,1,0.3448
CAT-TB-001,2,2025-01-17 04:43:00,780.3,48.8,109.6,0.664525,7.406544,-0.211073,-0.5073,7.425558,1733.1915,1646.2233,39.0625,12.207,42.588975,2.849982,8.808584,9.955686,123950.0305,-21.3053,misalignment_early,1,0.1487
CAT-TB-001,2,2025-04-07 05:41:00,1180.0,63.8,112.3,0.812168,11.086639,1.45065,0.210109,7.216988,2263.7311,1509.7648,3073.7305,19.5312,51.966126,2.907412,8.982287,10.436513,2393646.1804,-21.9478,bearing_wear_severe,0,0.8534
CAT-DZ-001,4,2025-04-06 01:49:00,1924.5,90.1,113.5,0.966243,7.955197,-0.465207,-0.325363,5.65498,1629.7056,1602.5528,126.9531,63.4766,61.824592,3.372548,6.888677,8.060582,254358.5446,-21.1484,misalignment_severe,0,0.9029
CAT-EX-001,0,2025-02-16 22:13:00,2078.2,64.8,110.5,0.796335,5.940032,-0.777308,0.417589,4.575074,2059.7331,1598.3031,139.1602,34.1797,50.953961,3.445773,5.332505,5.959742,537964.2863,-25.8911,normal,0,0.0
CAT-TB-002,3,2025-02-01 21:03:00,579.7,35.4,90.5,0.343757,1.879451,-0.876591,-0.085647,2.840704,2007.5504,1632.3169,51.2695,19.5312,21.997855,3.821271,3.338234,3.771064,67144.4322,-24.0032,normal,0,0.0
CAT-DZ-001,4,2025-03-05 03:50:00,1298.5,54.8,118.3,0.533105,3.277919,-0.306702,-0.373504,3.32145,2186.3149,1553.2557,2297.3633,21.9727,34.113141,3.729005,4.083019,4.753721,532055.3103,-29.3813,normal,0,0.0
CAT-EX-002,1,2025-03-12 10:08:00,3030.4,59.1,83.0,0.572556,8.67413,1.067025,0.186787,9.586481,1843.2578,1588.442,205.0781,51.2695,36.635371,2.699816,11.088231,12.381339,307704.9732,-22.7327,bearing_wear_early,1,0.1573
CAT-TB-001,2,2025-01-16 13:07:00,1493.9,45.7,60.8,0.496723,3.402822,-0.960369,-0.084363,3.547866,1441.8153,1622.165,100.0977,24.4141,31.786028,3.464334,4.050538,4.441112,31282.8693,-17.6383,misalignment_early,1,0.2968
CAT-TB-002,3,2025-04-22 05:50:00,2884.6,32.4,72.1,0.465568,6.959429,1.417634,0.493613,8.901125,1782.4774,1549.0938,2443.8477,48.8281,29.789239,2.828826,11.101054,12.975429,426143.6201,-21.0715,bearing_wear_early,1,0.2226
CAT-TB-001,2,2025-01-31 16:53:00,2738.0,64.8,81.9,0.411658,3.28688,-0.168539,0.877589,4.339188,1580.1241,1630.4751,92.7734,46.3867,26.34021,3.241224,5.325419,6.161185,32213.1551,-19.4983,misalignment_early,1,0.3333
CAT-EX-002,1,2025-01-22 17:21:00,2699.5,26.1,91.5,0.851931,6.55178,-0.794074,0.074435,5.430783,1609.8808,1621.8127,134.2773,43.9453,54.527058,3.4254,6.305215,7.081872,175627.136,-20.6243,imbalance_early,1,0.1308
CAT-EX-002,1,2025-03-03 16:49:00,2200.1,68.5,87.8,0.42934,3.593321,-0.554882,-0.274118,5.754429,2250.6766,1563.9961,1147.4609,36.6211,27.471548,3.389564,6.814599,7.722083,240539.5724,-27.3856,normal,0,0.0
CAT-EX-002,1,2025-01-17 09:31:00,1547.6,27.2,47.1,0.741299,8.262786,-0.883798,0.181151,6.098382,1759.5088,1643.2043,34.1797,26.8555,47.457016,2.754688,6.718004,7.2446,169909.8136,-21.7402,normal,0,0.0
CAT-TB-002,3,2025-04-08 19:50:00,916.5,21.5,100.6,1.53956,10.764882,-1.111243,0.11365,3.588792,1902.8444,1646.8607,19.5312,14.6484,98.508401,3.465336,4.1547,4.6767,861807.1246,-22.3796,imbalance_severe,0,0.8435
CAT-DZ-001,4,2025-04-19 15:36:00,1983.8,52.7,106.1,0.86756,7.537482,-0.124745,-0.772763,5.767589,1819.0651,1637.3104,100.0977,34.1797,55.537557,3.256685,7.035825,8.127622,302890.7785,-22.5243,misalignment_early,1,0.2931
CAT-EX-002,1,2025-04-28 21:56:00,1737.2,31.1,85.0,1.020239,12.097744,0.302434,-0.408979,6.027331,2230.1459,1579.2772,1958.0078,29.2969,65.290537,3.027436,7.206794,8.191694,1683465.4951,-28.2679,combined_fault,0,0.5523
CAT-TB-002,3,2025-02-04 11:45:00,2255.7,62.2,96.9,0.699186,4.29169,-0.315024,-0.657485,3.877373,1926.0073,1629.2366,112.3047,36.6211,44.743528,3.652883,4.723834,5.448772,310522.9699,-24.5722,normal,0,0.0
CAT-EX-002,1,2025-03-18 17:46:00,2617.3,31.9,65.5,0.695197,3.212457,-0.109859,0.47784,2.61939,1223.8817,1522.0642,175.7812,87.8906,44.481788,3.907892,3.398587,4.180314,36967.5867,-15.3378,misalignment_severe,0,0.9228
CAT-EX-001,0,2025-04-30 06:11:00,2805.4,77.7,98.8,0.423169,4.771001,0.388885,-0.602493,5.647039,1738.8157,1632.9342,187.9883,46.3867,27.079985,3.022349,7.005771,8.115357,61737.8379,-21.8731,normal,0,0.0
CAT-EX-002,1,2025-03-29 01:10:00,1626.3,99.6,115.7,0.663299,5.470749,-0.651276,0.099189,4.881717,1587.5314,1627.2286,83.0078,26.8555,42.441683,3.383419,5.968543,7.016181,141585.0311,-18.2443,bearing_wear_early,1,0.1796
CAT-TB-001,2,2025-02-09 02:29:00,2881.8,47.3,66.8,0.326234,3.315785,-0.483052,-0.225853,6.781005,1579.9006,1609.881,192.8711,48.8281,20.875559,3.038627,7.654069,8.308264,28790.957,-21.3325,normal,0,0.0
CAT-DZ-001,4,2025-05-04 19:06:00,1398.4,39.7,100.0,1.285128,10.163716,-0.528259,-0.027743,4.785677,2114.8464,1592.3841,1816.4062,70.8008,82.243608,3.483824,5.759685,6.633622,2665625.1454,-28.472,misalignment_severe,0,0.843
CAT-DZ-001,4,2025-04-30 11:16:00,2608.8,61.7,97.0,0.687527,3.88844,-1.119761,-0.191364,3.640124,1606.7367,1637.0271,129.3945,43.9453,43.995022,3.70976,4.205971,4.723795,101040.0203,-20.0434,normal,0,0.0
CAT-EX-002,1,2025-04-20 00:03:00,2612.2,85.3,65.5,0.864722,5.703166,-0.243823,-0.236716,3.412089,2187.0904,1572.3874,2326.6602,43.9453,55.336107,3.675602,4.2145,4.931947,1401165.1531,-29.1698,normal,0,0.0
CAT-DZ-001,4,2025-01-21 18:15:00,1605.7,80.3,87.4,0.76307,8.05412,-0.668958,0.011815,5.781587,1917.4845,1632.8462,80.5664,26.8555,48.824794,3.114266,6.783556,7.651977,152513.8698,-20.5609,misalignment_early,1,0.3069
CAT-EX-001,0,2025-01-11 18:04:00,2540.7,62.2,40.2,0.61812,5.800089,-0.016851,-0.079397,7.367671,1559.3738,1627.3901,126.9531,41.5039,39.552731,3.129449,8.933585,10.433705,76123.829,-19.9311,imbalance_early,1,0.1264
CAT-DZ-001,4,2025-04-22 23:58:00,759.3,66.2,77.4,2.253061,22.795479,-0.984891,0.116389,5.634973,2015.0973,1632.4216,12.207,12.207,144.282344,3.017659,6.321529,6.930847,1545109.2332,-21.419,imbalance_severe,0,0.8063
CAT-TB-001,2,2025-02-03 06:21:00,1289.2,25.3,59.4,0.734471,4.072198,-0.894736,-0.012217,3.543417,1374.5315,1625.9123,43.9453,21.9727,47.01079,3.704897,4.164876,4.700765,37725.9231,-15.0102,imbalance_early,1,0.2697
CAT-EX-001,0,2025-03-17 08:39:00,1746.6,47.6,75.2,1.272689,10.992716,-0.221386,0.608786,5.365988,1713.0015,1602.8489,100.0977,29.2969,81.433026,3.307933,6.489525,7.437359,973678.9259,-20.0114,combined_fault,0,0.8685
CAT-DZ-001,4,2025-02-04 23:52:00,803.9,27.1,88.2,0.907558,6.921237,-1.03182,-0.339807,4.919311,1458.0775,1635.1166,26.8555,12.207,58.234801,3.278479,5.610891,6.120351,82046.7223,-16.562,normal,0,0.0
CAT-EX-001,0,2025-05-06 02:17:00,966.7,51.0,58.2,0.75635,8.159383,0.038031,0.472746,5.645632,1737.6864,1647.4605,48.8281,17.0898,48.398798,3.10268,7.064058,8.363599,185085.2962,-22.1556,misalignment_early,1,0.1951
CAT-TB-002,3,2025-03-22 10:13:00,2826.0,37.4,114.9,0.937035,13.727315,2.360005,0.208933,9.394953,2635.273,1533.8456,4006.3477,3933.1055,59.956059,2.859689,12.267251,14.91661,6513088.4336,-24.8203,bearing_wear_severe,0,0.8411
CAT-TB-001,2,2025-02-20 13:35:00,1084.7,53.3,61.4,0.974037,12.935125,2.429265,0.402488,8.369852,1818.0493,1644.2061,73.2422,36.6211,62.346969,2.801985,10.852222,13.021018,389197.5687,-22.7841,misalignment_severe,0,0.8924
CAT-TB-001,2,2025-03-14 05:47:00,558.0,48.1,78.2,0.406357,2.509073,1.464273,-1.388337,4.377609,1829.5753,1642.9559,36.6211,9.7656,26.001816,3.442816,6.122861,7.809771,80134.7667,-23.5954,imbalance_early,1,0.0974
CAT-EX-002,1,2025-02-19 13:01:00,1671.3,92.5,99.9,0.735141,9.858129,0.541988,-0.505259,7.798039,2006.9919,1620.366,161.1328,26.8555,47.04992,2.886478,9.681395,11.395242,483806.39,-26.0744,misalignment_early,1,0.1199
CAT-DZ-001,4,2025-02-15 08:56:00,1278.5,79.9,115.4,0.623657,4.679476,-0.969674,0.306174,3.944989,1827.0178,1631.8792,63.4766,21.9727,39.928546,3.395191,4.635254,5.290263,155735.4514,-22.6356,normal,0,0.0
CAT-EX-002,1,2025-02-22 09:39:00,1226.7,45.3,48.4,0.622434,5.166628,-0.02547,0.156212,4.224264,2221.9342,1572.078,2670.8984,41.5039,39.829215,3.448397,5.311726,6.290533,830684.1012,-29.5652,misalignment_early,1,0.3341
CAT-EX-001,0,2025-02-04 06:05:00,1643.6,47.1,68.4,0.844941,12.533983,2.853335,-0.306841,10.084218,1804.6357,1641.0935,56.1523,26.8555,54.06902,2.671625,13.228757,16.673342,225781.1454,-22.333,imbalance_severe,0,0.9319
CAT-TB-002,3,2025-03-31 20:17:00,1801.8,54.5,112.2,0.585509,3.566817,-0.359597,0.406609,3.334922,2166.9127,1584.7753,2690.4297,29.2969,37.474593,3.731639,4.074684,4.730714,607309.8641,-27.0553,bearing_wear_early,1,0.349
CAT-TB-002,3,2025-02-25 03:57:00,2132.5,69.8,85.1,0.735776,6.701493,0.130357,0.056715,5.46311,2228.1895,1473.2044,2260.7422,2009.2773,47.078913,3.359309,6.88148,8.16724,3108372.0151,-27.5555,bearing_wear_severe,0,0.5721
CAT-TB-001,2,2025-04-10 05:09:00,2285.9,40.3,111.7,0.369394,3.903201,0.276956,-0.323301,8.910797,1652.8558,1633.6823,114.7461,39.0625,23.635947,2.967976,10.092646,11.0554,35216.8422,-21.1657,normal,0,0.0
CAT-DZ-001,4,2025-04-18 02:27:00,2663.8,54.1,70.9,0.994966,6.047007,-0.524604,0.065371,3.088937,2289.8119,1536.8742,2863.7695,43.9453,63.662775,3.75389,3.750073,4.342997,2361950.9824,-30.0736,normal,0,0.0
CAT-DZ-001,4,2025-04-19 12:00:00,2065.8,26.4,43.6,1.27865,12.200772,-0.258442,-0.3556,6.015469,2301.1338,1541.3606,2509.7656,34.1797,81.827055,3.273558,7.264554,8.356275,3338312.4578,-29.5869,imbalance_early,1,0.1752
CAT-EX-002,1,2025-02-26 04:16:00,1888.5,45.5,72.6,0.550695,5.638572,-0.498001,-0.089252,6.006862,2099.0545,1595.9609,190.4297,31.7383,35.239627,3.195039,7.134568,8.125332,303151.0827,-26.4263,misalignment_early,1,0.1598
